Gene,BH
ADGRE2,1
ADGRE3,1
ADGRF1,1
ADGRF2,1
ADGRF3,0.55988767366243
ADGRF4,1
ADGRF5,1
ADGRG1,1
ADGRG4,1
ADGRG5,0.281818181818182
ADGRG6,1
ADGRG7,1
ADGRL2,1
ADGRL3,1
ADGRL4,0.216355536699194
ADGRV1,1
ADH4,0.810877814318239
ADH7,0.113179699637494
ADHFE1,0.113179699637494
ADI1,0.0471521035598705
ADIPOQ,0.0471521035598705
ADM2,0.617024280067758
ADNP2,1
ADORA3,1
ADPRH,0.0471521035598705
ADPRHL1,1
ADRA1A,0.169339841933984
ADRA1B,0.0471521035598705
ADRA1D,0.359499471272471
ADRA2B,0.482146233848093
ADRB3,0.0471521035598705
ADSL,0.238461538461538
ADSS,0.738152766952455
ADSSL1,1
AEBP1,1
AEN,0.482146233848093
AFAP1,1
AFF1,1
AFM,0.783333333333333
AFMID,0.54512122119126
AFP,0.340542970154621
AFTPH,0.0471521035598705
AGAP2,1
AGBL1,1
AGBL2,0.113179699637494
AGBL3,1
AGBL4,1
AGBL5,1
AGER,0.824095022624434
AGFG2,0.0471521035598705
AGGF1,0.0471521035598705
AGL,0.0471521035598705
AGMO,1
AGPAT2,0.0471521035598705
AGPAT4,0.644333886124931
AGPAT5,0.891022504892368
AGRN,0.0471521035598705
AGT,0.378638253638254
AGTPBP1,0.0471521035598705
AGTR1,0.082643221781055
AGXT,0.0471521035598705
AGXT2,1
AHCYL2,1
AHI1,0.0471521035598705
AHNAK,0.082643221781055
AHNAK2,0.113179699637494
AHRR,0.55988767366243
AHSA2,0.0471521035598705
AHSG,0.864260998517054
AICDA,1
AIFM2,1
AIFM3,0.0471521035598705
AIG1,0.141250605913718
AIM1,1
AIM1L,1
AIMP2,0.0471521035598705
AIPL1,0.0471521035598705
AK7,0.169339841933984
AK9,1
AKAP1,0.082643221781055
AKAP10,0.783333333333333
AKAP6,0.0471521035598705
AKAP7,1
AKAP8L,0.0471521035598705
AKAP9,0.0471521035598705
AKIP1,1
AKNA,0.260695825049702
AKR1E2,1
AKR7A2,0.588517022504328
ALDH16A1,1
ALDH1A1,0.141250605913718
ALDH3A1,1
ALDH5A1,0.415308517773307
ALDH6A1,0.082643221781055
ALDH7A1,1
ALDH8A1,1
ALDOA,0.0471521035598705
ALDOC,0.0471521035598705
ALG1,1
ALG12,0.113179699637494
ALG8,0.753945666235446
ALG9,0.216355536699194
ALK,0.0471521035598705
ALKBH1,0.588517022504328
ALKBH2,0.321870397643593
ALKBH3,0.0471521035598705
ALKBH4,0.141250605913718
ALKBH8,1
ALMS1,0.0471521035598705
ALOX15,1
ALOX5,0.216355536699194
ALPI,0.113179699637494
ALPK1,1
ALPK2,1
ALPK3,1
ALS2,1
ALS2CL,0.415308517773307
ALS2CR11,1
ALS2CR12,0.0471521035598705
ALX3,0.340542970154621
AMACR,1
AMBN,1
AMDHD2,CEMP1,1
AMER1,0.415308517773307
AMER2,0.0471521035598705
AMER3,0.0471521035598705
AMH,0.238461538461538
AMIGO2,0.927913962989666
AMN,0.216355536699194
AMN1,1
AMOTL2,0.260695825049702
AMPD1,0.082643221781055
AMPD3,0.0471521035598705
AMT,1
ANAPC13,1
ANAPC7,1
ANGEL1,0.340542970154621
ANGEL2,1
ANGPT2,1
ANGPT4,1
ANGPTL4,0.0471521035598705
ANGPTL6,1
ANGPTL7,1
ANK2,0.513972392638037
ANK3,0.0471521035598705
ANKAR,1
ANKDD1A,1
ANKEF1,1
ANKFN1,1
ANKH,1
ANKHD1,0.903758209681343
ANKK1,1
ANKLE1,1
ANKMY1,1
ANKMY1,DUSP28,1
ANKMY2,0.378638253638254
ANKRA2,0.669975655937246
ANKRD1,0.0471521035598705
ANKRD10,1
ANKRD13A,0.630119977678571
ANKRD16,1
ANKRD22,1
ANKRD23,0.113179699637494
ANKRD24,1
ANKRD26,0.682846813069095
ANKRD27,0.082643221781055
ANKRD31,1
ANKRD33,1
ANKRD34A,0.978197879858657
ANKRD34B,1
ANKRD35,1
ANKRD37,1
ANKRD39,1
ANKRD50,0.113179699637494
ANKRD53,0.415308517773307
ANKRD55,0.281818181818182
ANKRD6,0.602581289218483
ANKRD60,1
ANKRD65,1
ANKRD7,1
ANKS3,0.082643221781055
ANKS6,0.617024280067758
ANKUB1,1
ANKZF1,1
ANO10,1
ANO3,0.877710843373494
ANO4,1
ANO5,1
ANO6,1
ANO7,1
ANO9,0.0471521035598705
ANP32A,0.194180364282541
ANPEP,0.513972392638037
ANTXR1,0.753945666235446
ANTXR2,0.0471521035598705
ANXA10,1
ANXA11,0.397815699658703
ANXA3,0.0471521035598705
ANXA4,0.141250605913718
ANXA5,0.617024280067758
ANXA6,0.0471521035598705
ANXA9,1
AOAH,1
AOC1,1
AOC2,1
AOX1,0.0471521035598705
AP1G2,0.194180364282541
AP1S3,1
AP3B2,1
AP3M1,0.397815699658703
AP3S2,1
AP3S2,C15orf38-AP3S2,1
AP4B1,0.0471521035598705
AP4E1,0.669975655937246
AP5B1,0.141250605913718
AP5Z1,0.397815699658703
APAF1,0.0471521035598705
APBA1,1
APBB2,1
APC,0.0471521035598705
APCDD1,0.0471521035598705
APCDD1L,1
APCS,0.0471521035598705
APEH,0.432344213649852
APEX1,0.0471521035598705
APH1B,1
APIP,0.0471521035598705
APLF,0.0471521035598705
APMAP,0.659185632026323
APOA1BP,1
APOA2,0.0471521035598705
APOB,0.0471521035598705
APOBEC2,0.321870397643593
APOBEC4,1
APOBR,1
APOC1,0.415308517773307
APOC4,1
APOD,0.238461538461538
APOE,0.216355536699194
APOF,0.482146233848093
APOH,0.891022504892368
APOL3,0.810877814318239
APOL6,1
APOO,1
APOPT1,0.891022504892368
APPL1,0.281818181818182
APPL2,0.0471521035598705
APRT,0.238461538461538
AQP5,1
AQP9,1
ARAP1,0.082643221781055
ARAP2,0.0471521035598705
ARAP3,0.0471521035598705
ARFGAP3,0.415308517773307
ARFGEF1,0.397815699658703
ARFGEF2,0.0471521035598705
ARFGEF3,0.0471521035598705
ARFRP1,0.0471521035598705
ARG1,0.768420375611011
ARGFX,1
ARHGAP10,0.0471521035598705
ARHGAP11A,0.113179699637494
ARHGAP15,0.141250605913718
ARHGAP19,0.141250605913718
ARHGAP24,0.0471521035598705
ARHGAP28,1
ARHGAP29,0.0471521035598705
ARHGAP31,0.113179699637494
ARHGAP32,0.194180364282541
ARHGAP39,0.0471521035598705
ARHGAP40,1
ARHGAP8,PRR5-ARHGAP8,1
ARHGAP8,0.0471521035598705
ARHGAP9,0.321870397643593
ARHGEF10,1
ARHGEF11,0.194180364282541
ARHGEF12,0.0471521035598705
ARHGEF15,0.0471521035598705
ARHGEF16,0.301826741996234
ARHGEF18,0.0471521035598705
ARHGEF19,1
ARHGEF28,0.0471521035598705
ARHGEF37,1
ARHGEF38,1
ARHGEF39,0.194180364282541
ARHGEF40,1
ARHGEF6,0.082643221781055
ARID3C,1
ARIH2OS,1
ARL10,1
ARL14,0.682846813069095
ARL2,0.0471521035598705
ARL2BP,0.0471521035598705
ARL5B,0.630119977678571
ARL5C,1
ARL6,0.0471521035598705
ARL6IP1,0.0471521035598705
ARL6IP4,0.915909090909091
ARL6IP5,0.449399350649351
ARMC12,1
ARMC2,1
ARMC3,1
ARMC4,1
ARMC6,0.340542970154621
ARMC9,1
ARMT1,0.602581289218483
ARPC4-TTLL3,TTLL3,1
ARPIN,C15orf38-AP3S2,1
ARPP21,1
ARRDC2,1
ARRDC5,1
ARSA,0.216355536699194
ARSB,0.397815699658703
ARSD,0.359499471272471
ARSJ,1
ARSK,0.113179699637494
ART3,1
ART5,1
ARV1,0.378638253638254
AS3MT,1
ASAP1,0.0471521035598705
ASAP3,0.0471521035598705
ASB1,1
ASB10,1
ASB12,0.141250605913718
ASB13,0.301826741996234
ASB3,GPR75-ASB3,1
ASB4,0.281818181818182
ASB5,0.113179699637494
ASB6,0.95308039961941
ASB8,1
ASCC1,0.513972392638037
ASCC2,0.082643221781055
ASCC3,0.0471521035598705
ASGR1,0.0471521035598705
ASIC1,0.927913962989666
ASIC3,0.0471521035598705
ASIC5,1
ASIP,0.927913962989666
ASL,0.0471521035598705
ASNSD1,1
ASPG,1
ASPH,0.216355536699194
ASPHD1,1
ASPM,0.359499471272471
ASPN,1
ASPSCR1,0.0471521035598705
ASS1,0.238461538461538
ASTE1,1
ASTL,0.0471521035598705
ASTN2,1
ASUN,1
ASXL2,0.978197879858657
ASZ1,1
ATAD2B,0.499439077594266
ATAD5,0.321870397643593
ATF5,1
ATF6,0.723360334465639
ATG14,0.0471521035598705
ATG16L1,0.0471521035598705
ATG16L2,1
ATG2A,0.630119977678571
ATG2B,0.588517022504328
ATG3,1
ATG4B,0.260695825049702
ATG4C,1
ATG7,0.238461538461538
ATHL1,1
ATL2,0.141250605913718
ATL3,1
ATM,0.082643221781055
ATP10A,0.169339841933984
ATP10B,0.082643221781055
ATP10D,0.0471521035598705
ATP11B,1
ATP12A,0.321870397643593
ATP13A1,0.0471521035598705
ATP13A2,0.301826741996234
ATP13A3,0.169339841933984
ATP13A4,1
ATP13A5,1
ATP1A2,1
ATP1A3,1
ATP1A4,0.965128933049444
ATP2A1,0.0471521035598705
ATP2A2,0.0471521035598705
ATP2B1,0.710263504611331
ASTE1,ATP2C1,1
ATP2C2,1
ATP4B,0.141250605913718
ATP5B,0.0471521035598705
ATP5C1,0.216355536699194
ATP5F1,0.0471521035598705
ATP5G2,0.588517022504328
ATP5H,0.465197956577267
ATP5J2-PTCD1,PTCD1,1
ATP5L2,1
ATP5O,0.0471521035598705
ATP6AP1L,1
ATP6V0A2,0.851305320735952
ATP6V0A4,0.378638253638254
ATP6V0D2,0.321870397643593
ATP6V0E2,1
ATP7B,1
ATP8A1,0.0471521035598705
ATP8A2,0.0471521035598705
ATP8B3,1
ATP8B4,1
ATP9B,1
ATPIF1,0.513972392638037
ATR,0.0471521035598705
ATRAID,0.0471521035598705
ATRIP,0.0471521035598705
ATRN,1
ATRNL1,1
ATXN10,0.432344213649852
ATXN3,0.0471521035598705
ATXN7,0.0471521035598705
AURKB,0.113179699637494
AURKC,0.216355536699194
AUTS2,0.0471521035598705
AVIL,0.359499471272471
AVPR1A,0.321870397643593
AWAT1,1
AXDND1,1
AXIN2,0.0471521035598705
AXL,0.0471521035598705
AZIN2,1
B3GALNT2,1
B3GALT5,0.432344213649852
B3GAT2,0.321870397643593
B3GLCT,0.260695825049702
B3GNT4,0.415308517773307
B3GNTL1,1
B4GALNT2,1
B4GALNT3,0.669975655937246
B4GALNT4,1
B4GALT3,0.695834438843194
B4GALT7,0.301826741996234
B9D2,0.0471521035598705
BACH1,0.644333886124931
BAD,1
BAG2,0.0471521035598705
BAG3,0.465197956577267
BAG5,0.238461538461538
BAIAP2,0.669975655937246
BAIAP3,1
BAMBI,0.864260998517054
BANK1,0.238461538461538
BAP1,0.301826741996234
BARD1,0.588517022504328
BASP1,0.321870397643593
BAX,0.0471521035598705
BAZ1A,0.588517022504328
BBC3,1
BBOX1,0.0471521035598705
BBS1,0.0471521035598705
BBS12,0.0471521035598705
BBS2,0.141250605913718
BBS4,0.0471521035598705
BBS5,0.0471521035598705
BBS9,0.0471521035598705
BBX,1
BCAM,0.0471521035598705
BCAN,0.0471521035598705
BCAP29,0.238461538461538
BCAP31,0.449399350649351
BCAR1,0.0471521035598705
BCAS1,1
BCAT2,1
BCHE,1
BCKDHA,0.738152766952455
BCKDHB,0.238461538461538
BCKDK,0.0471521035598705
BCL11B,1
BCL2L13,0.54512122119126
BCL2L14,1
BCL6B,0.55988767366243
BCL7C,0.499439077594266
BCL9,1
BCO2,1
BCS1L,1
BDKRB1,0.216355536699194
BDP1,0.0471521035598705
BECN1,0.0471521035598705
BEND3,0.113179699637494
BEND7,0.113179699637494
BEST1,0.669975655937246
BEST2,1
BEST3,1
BET1L,1
BFAR,0.415308517773307
BFSP2,0.141250605913718
BICD2,0.216355536699194
BID,1
BIK,1
BIN1,0.238461538461538
BIN2,0.0471521035598705
BIRC3,0.0471521035598705
BIRC7,0.0471521035598705
BIRC8,0.301826741996234
BIVM-ERCC5,ERCC5,1
BLID,0.0471521035598705
BLM,0.0471521035598705
BLMH,0.0471521035598705
BLOC1S2,0.55988767366243
BLOC1S4,0.530300272975432
BLVRA,0.113179699637494
BMP10,0.260695825049702
BMP2K,1
BMP3,0.965128933049444
BMP5,0.281818181818182
BMPR1B,0.0471521035598705
BNIP2,0.141250605913718
BNIP3,0.216355536699194
BNIPL,0.216355536699194
BOC,0.0471521035598705
BOK,0.082643221781055
BORA,0.659185632026323
BPHL,1
BPI,1
BPIFA1,0.465197956577267
BPIFA3,1
BPIFB1,1
BPIFB4,1
BPIFB6,1
BPIFC,1
BPNT1,1
BRAT1,0.0471521035598705
BRCA1,0.0471521035598705
BRCA2,0.0471521035598705
BRD8,1
BRD9,1
BRDT,1
BRF1,0.0471521035598705
BRF2,0.0471521035598705
BRI3,1
BRIP1,0.0471521035598705
BRIX1,0.281818181818182
BRSK1,1
BRWD1,0.499439077594266
BSCL2,0.644333886124931
BSND,1
BSPRY,0.0471521035598705
BST1,1
BST2,0.0471521035598705
BTBD16,1
BTN2A1,0.644333886124931
BTN2A2,0.0471521035598705
BTN3A3,0.194180364282541
BTNL3,0.55988767366243
BTNL8,1
BTNL9,1
BUB1,0.0471521035598705
BUB1B,0.0471521035598705
BUD13,0.0471521035598705
BYSL,0.0471521035598705
BZRAP1,1
C10orf131,1
C10orf54,1
C10orf71,0.216355536699194
C10orf90,1
C10orf95,1
C11orf40,1
C11orf44,1
C11orf49,0.0471521035598705
C11orf53,0.449399350649351
C11orf63,1
C11orf80,1
C11orf86,1
C11orf91,1
C11orf96,1
C12orf10,0.194180364282541
C12orf4,1
C12orf40,1
C12orf43,1
C12orf49,0.0471521035598705
C12orf50,0.644333886124931
C12orf60,1
C14orf159,1
C14orf166,1
C14orf39,0.588517022504328
C14orf79,1
C15orf32,1
C15orf41,1
C15orf48,0.0471521035598705
C15orf56,1
C16orf13,1
C16orf46,1
C16orf58,0.617024280067758
C16orf59,1
C16orf78,1
C16orf91,1
C16orf96,0.710263504611331
C17orf64,1
C17orf67,1
C17orf78,1
C17orf80,0.499439077594266
C17orf96,1
C18orf21,0.432344213649852
C18orf32,RPL17-C18orf32,1
C18orf8,0.0471521035598705
C19orf12,1
C19orf24,1
C19orf35,1
C19orf38,0.0471521035598705
C19orf44,0.0471521035598705
C19orf45,1
C19orf47,1
C19orf52,1
C19orf54,0.082643221781055
C19orf57,0.0471521035598705
C1GALT1,0.432344213649852
C1GALT1C1L,1
C1orf101,1
C1orf105,1
C1orf123,1
C1orf127,1
C1orf141,1
C1orf158,1
C1orf162,0.669975655937246
C1orf185,1
C1orf186,1
C1orf189,1
C1orf204,1
C1orf228,1
C1orf229,1
C1orf35,0.877710843373494
C1orf43,0.753945666235446
C1orf56,1
C1orf68,1
C1orf87,1
C1orf94,0.482146233848093
C1QC,1
C1QTNF6,0.903758209681343
C20orf194,0.738152766952455
C20orf195,1
C20orf202,1
C20orf85,0.797492362525458
C20orf96,1
C21orf2,0.397815699658703
C21orf62,1
C22orf29,1
C2CD3,0.54512122119126
C2CD4B,1
C2CD5,1
C2orf16,1
C2orf42,1
C2orf47,1
C2orf48,1
C2orf61,1
C2orf66,1
C2orf68,0.499439077594266
C2orf70,1
C2orf71,0.482146233848093
C2orf73,0.738152766952455
C2orf74,1
C2orf81,1
C2orf82,0.54512122119126
C3AR1,0.0471521035598705
C3orf17,1
C3orf20,1
C3orf52,0.260695825049702
C3orf56,1
C3orf62,0.768420375611011
C3orf67,1
C3orf70,1
C4orf17,1
C4orf19,1
C4orf22,1
C4orf33,1
C5,0.0471521035598705
C5orf22,0.824095022624434
C5orf28,1
C5orf42,1
C5orf45,1
C5orf47,1
C5orf51,1
C5orf52,1
C5orf58,1
C5orf63,1
C6,0.449399350649351
C6orf118,1
C6orf132,1
C6orf15,1
C6orf222,0.465197956577267
C6orf223,1
C6orf25,1
C6orf58,1
C7,0.0471521035598705
C7orf33,1
C7orf34,1
C7orf57,1
C7orf61,1
C7orf69,0.710263504611331
C7orf71,1
C8A,0.0471521035598705
C8B,0.0471521035598705
C8G,0.0471521035598705
C8orf34,0.194180364282541
C9,0.0471521035598705
C9orf131,1
C9orf135,1
C9orf153,1
C9orf24,0.482146233848093
C9orf3,0.0471521035598705
C9orf50,1
C9orf57,1
C9orf64,1
C9orf84,1
C9orf85,1
CA12,0.0471521035598705
CA2,0.939550991163124
CAAP1,1
CAB39,0.0471521035598705
CAB39L,0.0471521035598705
CABIN1,1
CABP4,1
CABP5,0.54512122119126
CABYR,1
CACFD1,1
CACHD1,0.0471521035598705
CACNA1A,0.281818181818182
CACNA1C,0.465197956577267
CACNA1G,1
CACNA1I,1
CACNA1S,1
CACNA2D4,1
CACNB1,0.415308517773307
CACNB4,1
CACNG5,0.0471521035598705
CAD,0.141250605913718
CAGE1,0.851305320735952
CALCOCO1,0.0471521035598705
CALCOCO2,0.0471521035598705
CALHM1,1
CALM2,1
CALML4,1
CALML6,1
CALU,0.55988767366243
CAMK1,0.783333333333333
CAMK1D,0.449399350649351
CAMK2N1,1
CAMKK2,0.238461538461538
CAMKMT,0.397815699658703
CAMLG,0.482146233848093
CAMSAP1,0.0471521035598705
CANT1,0.482146233848093
CAPG,1
CAPN10,0.301826741996234
CAPN11,0.449399350649351
CAPN12,1
CAPN13,1
CAPN14,1
CAPN3,0.0471521035598705
CAPN7,0.0471521035598705
CAPN8,1
CAPN9,1
CAPNS1,0.915909090909091
CAPRIN2,0.216355536699194
CAPS2,1
CAPSL,1
CAPZA3,1
CARD10,0.359499471272471
CARD14,0.588517022504328
CARD6,0.669975655937246
CARD8,0.238461538461538
CARD9,0.0471521035598705
CARKD,1
CARNS1,1
CARS2,1
CASC1,1
CASC4,0.659185632026323
CASC5,1
CASD1,1
CASKIN1,0.216355536699194
CASKIN2,1
CASP5,0.0471521035598705
CASP7,0.082643221781055
CASP8,0.0471521035598705
CASP8AP2,0.0471521035598705
CASP9,0.0471521035598705
CASQ1,0.082643221781055
CASQ2,0.783333333333333
CAST,0.0471521035598705
CASZ1,1
CAT,0.0471521035598705
CATIP,0.0471521035598705
CATSPER1,0.0471521035598705
CATSPERB,0.810877814318239
CATSPERD,0.0471521035598705
CATSPERG,1
CBL,0.0471521035598705
CBLB,1
CBLC,0.0471521035598705
CBR3,1
CBS,0.710263504611331
CBX5,0.0471521035598705
CBY3,1
CC2D2A,1
CCAR1,0.449399350649351
CCBL1,1
CCBL2,1
CCDC102B,0.0471521035598705
CCDC106,0.630119977678571
CCDC110,1
CCDC113,0.0471521035598705
CCDC114,0.0471521035598705
CCDC12,0.0471521035598705
CCDC120,0.0471521035598705
CCDC122,0.194180364282541
CCDC125,0.0471521035598705
CCDC126,1
CCDC129,1
CCDC13,0.113179699637494
CCDC130,0.082643221781055
CCDC134,1
CCDC136,0.141250605913718
CCDC14,1
CCDC141,0.0471521035598705
CCDC146,0.0471521035598705
CCDC148,0.194180364282541
CCDC149,1
CCDC15,0.644333886124931
CCDC150,0.432344213649852
CCDC151,0.0471521035598705
CCDC154,1
CCDC155,0.0471521035598705
CCDC158,0.449399350649351
CCDC166,1
CCDC168,1
CCDC169,1
CCDC169,CCDC169-SOHLH2,1
CCDC17,0.513972392638037
CCDC170,1
CCDC171,1
CCDC172,0.0471521035598705
CCDC174,0.113179699637494
CCDC175,1
CCDC178,1
CCDC18,1
CCDC180,1
CCDC181,1
CCDC183,0.378638253638254
CCDC184,1
CCDC185,0.0471521035598705
CCDC189,1
CCDC190,1
CCDC191,0.851305320735952
CCDC25,0.723360334465639
CCDC27,1
CCDC28A,0.378638253638254
CCDC3,1
CCDC30,1
CCDC33,0.0471521035598705
CCDC39,1
CCDC40,0.169339841933984
CCDC42,0.837147139645266
CCDC50,1
CCDC51,1
CCDC57,0.0471521035598705
CCDC59,0.113179699637494
CCDC62,0.169339841933984
CCDC63,1
CCDC64B,1
CCDC65,1
CCDC66,1
CCDC67,1
CCDC68,1
CCDC7,1
CCDC71,1
CCDC73,1
CCDC77,0.415308517773307
CCDC78,1
CCDC79,1
CCDC80,0.238461538461538
CCDC81,1
CCDC82,0.340542970154621
CCDC83,1
CCDC84,1
CCDC85A,0.927913962989666
CCDC86,0.0471521035598705
CCDC87,0.0471521035598705
CCDC88C,0.0471521035598705
CCDC9,0.0471521035598705
CCDC90B,0.465197956577267
CCDC91,0.113179699637494
CCDC93,0.465197956577267
CCDC94,0.0471521035598705
CCDC96,1
CCER1,1
CCIN,0.340542970154621
CCKBR,0.54512122119126
CCL14,0.449399350649351
CCL22,0.082643221781055
CCL26,0.082643221781055
CCL27,0.169339841933984
CCL5,0.0471521035598705
CCNA1,0.0471521035598705
CCNB2,0.0471521035598705
CCNDBP1,0.0471521035598705
CCNG1,0.482146233848093
CCNH,0.0471521035598705
CCNI2,1
CCNO,1
CCR2,0.194180364282541
CCR3,0.465197956577267
CCR5,0.082643221781055
CCR8,0.260695825049702
CCRL2,1
CD101,0.682846813069095
CD109,0.301826741996234
CD163,1
CD163L1,1
CD177,0.415308517773307
CD1E,1
CD200R1L,1
CD207,1
CD209,0.513972392638037
CD22,0.113179699637494
CD226,1
CD2AP,0.0471521035598705
CD2BP2,0.0471521035598705
CD300A,1
CD300C,0.340542970154621
CD300LD,1
CD302,LY75-CD302,1
CD36,0.0471521035598705
CD3E,1
CD3EAP,0.141250605913718
CD40,0.723360334465639
CD44,0.301826741996234
CD5,1
CD52,0.530300272975432
CD5L,1
CD63,0.141250605913718
CD68,0.0471521035598705
CD74,0.301826741996234
CD81,1
CD82,0.141250605913718
CD84,0.321870397643593
CD8B,1
CD96,0.260695825049702
CDADC1,1
CDAN1,1
CDC14A,1
CDC14B,0.0471521035598705
CDC20,0.0471521035598705
CDC20B,0.0471521035598705
CDC25A,0.415308517773307
CDC42BPA,0.340542970154621
CDC42BPG,1
CDC42EP2,1
CDC45,0.0471521035598705
CDC6,0.0471521035598705
CDC7,0.0471521035598705
CDC73,0.0471521035598705
CDCA2,0.723360334465639
CDCA7,0.682846813069095
CDCA8,0.415308517773307
CDCP2,1
CDH16,0.810877814318239
CDH18,0.281818181818182
CDH19,0.169339841933984
CDH20,1
CDH23,0.113179699637494
CDH24,1
CDH26,1
CDH3,1
CDH6,0.0471521035598705
CDHR2,0.169339841933984
CDHR3,0.082643221781055
CDHR5,1
CDK13,0.082643221781055
CDK14,0.301826741996234
CDK15,1
CDK5R2,1
CDK5RAP2,0.0471521035598705
CDK8,0.0471521035598705
CDKL1,1
CDKL2,0.301826741996234
CDKL4,0.891022504892368
CDKN1A,0.0471521035598705
CDON,0.169339841933984
CDPF1,1
CDSN,0.927913962989666
CDT1,0.0471521035598705
CDYL2,0.0471521035598705
CEACAM19,1
CEACAM20,1
CEACAM3,1
CEACAM4,1
CEACAM5,0.513972392638037
CEACAM6,0.0471521035598705
CEACAM7,0.281818181818182
CEACAM8,0.301826741996234
CECR2,0.797492362525458
CECR5,1
CELSR1,1
CELSR2,0.113179699637494
CELSR3,0.082643221781055
CEMIP,1
CEMP1,0.359499471272471
CENPBD1,1
